日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-11-24,0.96,0.968,0.971,0.956,177391,17059922.737,1.58,2.0,0.019,9.94
2025-11-25,0.981,0.973,0.984,0.972,93872,9183793.41,1.24,0.52,0.005,5.26
2025-11-26,0.986,0.983,0.99,0.978,49056,4825947.0,1.23,1.03,0.01,2.75
2025-11-27,0.983,0.983,0.995,0.981,208816,20642387.959,1.42,0.0,0.0,11.7
2025-11-28,0.995,0.989,0.995,0.979,80488,7939459.186,1.63,0.61,0.006,4.51
2025-12-01,0.99,0.991,0.996,0.988,79404,7887068.611,0.81,0.2,0.002,4.45
2025-12-02,0.99,0.983,0.995,0.981,79316,7847371.38,1.41,-0.81,-0.008,4.44
2025-12-03,0.989,0.971,0.989,0.971,41962,4095999.142,1.83,-1.22,-0.012,2.35
2025-12-04,0.971,0.971,0.98,0.965,40387,3929718.48,1.54,0.0,0.0,2.26
2025-12-05,0.978,0.986,0.99,0.977,129384,12753861.849,1.34,1.54,0.015,7.25
2025-12-08,0.988,0.991,0.994,0.987,136218,13486551.971,0.71,0.51,0.005,7.63
2025-12-09,0.991,0.98,0.998,0.977,58377,5756459.653,2.12,-1.11,-0.011,3.27
2025-12-10,0.974,0.975,0.977,0.967,51337,4993637.714,1.02,-0.51,-0.005,2.88
2025-12-11,0.975,0.962,0.978,0.959,59880,5791764.811,1.95,-1.33,-0.013,3.35
2025-12-12,0.963,0.972,0.975,0.96,36058,3492702.834,1.56,1.04,0.01,2.02
2025-12-15,0.968,0.959,0.97,0.957,31226,3006335.325,1.34,-1.34,-0.013,1.75
2025-12-16,0.95,0.936,0.95,0.927,111419,10406021.047,2.4,-2.4,-0.023,6.24
2025-12-17,0.938,0.936,0.939,0.927,45967,4289866.049,1.28,0.0,0.0,2.58
2025-12-18,0.928,0.924,0.932,0.92,54091,5017010.732,1.28,-1.28,-0.012,3.03
2025-12-19,0.932,0.95,0.951,0.93,72596,6841520.783,2.27,2.81,0.026,4.07
2025-12-22,0.954,0.956,0.968,0.951,114533,11013126.56,1.79,0.63,0.006,6.42
2025-12-23,0.959,0.951,0.959,0.947,24217,2303482.4,1.26,-0.52,-0.005,1.36
2025-12-24,0.951,0.948,0.953,0.948,13209,1255005.737,0.53,-0.32,-0.003,0.74
2025-12-25,0.948,0.949,0.953,0.948,29361,2786015.45,0.53,0.11,0.001,1.65
2025-12-26,0.949,0.961,0.961,0.949,58337,5569968.128,1.26,1.26,0.012,3.27
2025-12-29,0.972,0.964,0.985,0.963,229406,22410159.117,2.29,0.31,0.003,12.85
2025-12-30,0.96,0.969,0.973,0.956,60157,5808711.242,1.76,0.52,0.005,3.37
2025-12-31,0.969,0.956,0.982,0.955,70025,6787250.968,2.79,-1.34,-0.013,3.92
2026-01-05,0.965,0.956,0.968,0.952,124843,11926476.083,1.67,0.0,0.0,6.99
2026-01-06,0.961,0.972,0.976,0.961,79431,7696256.94,1.57,1.67,0.016,4.45
2026-01-07,0.976,0.959,0.976,0.956,50784,4883325.322,2.06,-1.34,-0.013,2.85
2026-01-08,0.958,0.949,0.958,0.944,59667,5661154.815,1.46,-1.04,-0.01,3.34
2026-01-09,0.95,0.951,0.958,0.949,44076,4200549.575,0.95,0.21,0.002,2.47
2026-01-12,0.956,0.946,0.956,0.934,118260,11118537.498,2.31,-0.53,-0.005,6.63
2026-01-13,0.96,0.96,0.97,0.956,132832,12820974.815,1.48,1.48,0.014,7.44
2026-01-14,0.962,0.954,0.967,0.948,99012,9496327.893,1.98,-0.63,-0.006,5.55
2026-01-15,0.949,0.96,0.965,0.949,38225,3672901.957,1.68,0.63,0.006,2.14
2026-01-16,0.966,0.956,0.969,0.955,44531,4279527.696,1.46,-0.42,-0.004,2.5
2026-01-19,0.955,0.952,0.959,0.95,20771,1980866.93,0.94,-0.42,-0.004,1.16
2026-01-20,0.95,0.944,0.951,0.939,61913,5854520.283,1.26,-0.84,-0.008,3.47
2026-01-21,0.939,0.945,0.95,0.939,14618,1384213.8,1.17,0.11,0.001,0.82
